id,name,country,date,clouds,humidity,lat,lon,temp_max,wind_speed
3520994,Puerto Escondido,MX,1551886860,5,74,15.86,-97.07,80.6,5.99
3530097,Tres Picos,MX,1551891202,8,49,16.23,-93.58,81.08,8.23
2065594,Mount Isa,AU,1551888000,0,60,-20.73,139.49,73.4,1.12
3404558,Cabedelo,BR,1551888000,75,58,-6.97,-34.84,87.8,14.99
2511366,San Javier,ES,1551891157,0,49,37.81,-0.83,73.0,21.92
3580733,Bodden Town,KY,1551889804,20,79,19.28,-81.25,84.2,11.41
217745,Bumba,CD,1551891203,48,83,2.18,22.47,78.61,2.42
1488903,Turukhansk,RU,1551891203,24,82,65.8,87.96,3.23,7.34
5972762,Hay River,CA,1551888000,20,71,60.82,-115.79,8.6,9.17
3980617,Valle de Guadalupe,MX,1551891204,0,28,21.01,-102.61,79.37,4.21
1626542,Sorong,ID,1551891204,92,100,-0.86,131.25,80.9,2.3
3564114,Mata,CU,1551887460,75,69,22.63,-79.93,78.8,12.75
1082243,Ambilobe,MG,1551891205,92,100,-13.19,49.05,69.83,3.98
1511428,Argayash,RU,1551890704,40,85,55.49,60.88,39.2,17.9
3930975,Sayla,PE,1551891209,36,72,-15.32,-73.22,63.94,2.3
610612,Aktau,KZ,1551888000,0,100,43.65,51.16,39.2,4.47
3868633,Vallenar,CL,1551891209,0,70,-28.58,-70.76,73.97,2.98
3839307,Rawson,AR,1551891210,36,22,-43.3,-65.11,87.97,26.24
56399,Jamame,SO,1551891210,0,73,0.07,42.75,81.08,13.82
86049,Jalu,LY,1551891210,0,48,29.03,21.55,60.83,4.99
2319133,Warri,NG,1551891089,56,86,5.52,5.75,81.53,6.44
1524606,Derzhavinsk,KZ,1551891211,32,90,51.1,66.31,30.05,17.52
3394813,Mirador,BR,1551891211,88,92,-6.37,-44.36,77.3,4.32
3608828,Iralaya,HN,1551888000,40,70,15.0,-83.23,84.2,13.87
4791259,Virginia Beach,US,1551891006,75,43,36.85,-75.98,37.0,11.41
3461370,Imbituba,BR,1551888000,20,66,-28.24,-48.67,87.8,11.41
6065592,Maple Creek,CA,1551891212,24,84,49.91,-109.46,4.99,4.76
2259383,Nkayi,CG,1551891212,8,84,-4.18,13.29,79.91,1.74
2355869,Sapouy,BF,1551891212,0,13,11.55,-1.77,94.04,3.31
2737599,Saldanha,PT,1551891008,92,94,41.42,-6.55,43.87,16.51
3357114,Grootfontein,NA,1551888000,40,35,-19.56,18.1,87.8,6.93
2439155,Tanout,NE,1551891213,0,16,14.97,8.88,84.19,5.66
3452711,Porto Nacional,BR,1551888000,75,83,-10.7,-48.41,80.6,12.75
3991347,Puerto Penasco,MX,1551890701,0,83,31.32,-113.53,64.0,11.99
1623424,Tondano,ID,1551889800,20,94,1.3,124.91,73.4,1.41
6316343,Alta Floresta,BR,1551888000,40,66,-9.87,-56.08,86.0,4.7
5226489,Brandon,US,1551891206,1,71,43.59,-96.57,17.01,5.82
1054329,Vangaindrano,MG,1551891214,56,86,-23.35,47.6,74.06,4.65
3981460,Coahuayana,MX,1551891214,0,24,18.62,-100.35,86.48,2.64
2164422,Griffith,AU,1551888000,0,47,-34.29,146.06,55.4,10.29
128477,Kashan,IR,1551888000,0,18,33.99,51.44,59.0,3.87
110690,Abha,SA,1551888000,20,76,18.22,42.5,59.0,11.41
110690,Faya,SA,1551888000,20,76,18.39,42.45,59.0,11.41
5126209,Mastic Beach,US,1551891200,40,35,40.77,-72.85,27.0,6.93
1266847,Khategaon,IN,1551891216,0,56,22.6,76.91,59.62,6.78
4031574,Provideniya,RU,1551891014,0,100,64.42,-173.23,16.64,6.11
5225857,Aberdeen,US,1551891008,1,65,45.47,-98.49,10.0,10.29
1701054,Marawi,PH,1551890768,64,82,8.0,124.29,77.0,5.01
2023584,Imeni Poliny Osipenko,RU,1551891217,64,67,52.42,136.49,7.73,4.21
3176923,Fiumicino,IT,1551891184,0,72,41.77,12.23,62.6,10.29
2644100,Llanelli,GB,1551891016,32,93,51.68,-4.16,53.6,20.8
3146160,Melbu,NO,1551890866,75,79,68.5,14.83,30.2,12.75
3988651,Rincon de Romos,MX,1551887040,5,42,22.23,-102.3,62.6,4.7
262462,Chara,GR,1551887400,20,37,39.42,22.43,68.0,4.7
552862,Karaidel,RU,1551891218,88,92,55.83,56.91,34.28,14.05
423794,Mwaro,BI,1551891218,68,95,-3.52,29.71,59.89,1.97
5991056,Kenora,CA,1551891180,90,60,49.76,-94.48,6.8,13.87
2034615,Tahe,CN,1551891218,0,65,52.34,124.71,9.67,4.09
3663517,Manaus,BR,1551888000,75,74,-3.13,-59.98,86.0,5.82
3448455,Sao Miguel do Araguaia,BR,1551891101,56,84,-13.28,-50.16,83.87,7.23
2158744,Margate,AU,1551891195,20,70,-43.03,147.26,46.99,8.05
2517679,Fortuna,ES,1551891157,0,46,38.18,-1.13,73.0,4.7
3671437,Puerto Leguizamo,CO,1551891220,64,89,-0.19,-74.78,78.61,3.31
3832899,Viedma,AR,1551891220,0,20,-40.81,-62.99,83.47,27.36
4169171,Port Saint Lucie,US,1551890996,20,48,27.29,-80.35,66.99,11.41
1028434,Quelimane,MZ,1551888000,75,83,-17.88,36.89,82.4,14.99
6150293,Smoky Lake,CA,1551891182,0,73,54.11,-112.47,5.0,8.01
3451138,Rio Grande,BR,1551888000,0,62,-32.03,-52.1,86.0,4.7
2960970,Westport,IE,1551891123,75,70,53.8,-9.52,46.99,18.34
342884,Bahir Dar,ET,1551891221,100,36,11.59,37.39,70.42,3.2
187896,Mandera,ET,1551890873,0,11,3.94,41.86,81.0,1.01
3181480,Brunico,IT,1551889833,75,52,46.8,11.94,59.0,1.63
1150965,Ranong,TH,1551891222,0,100,9.96,98.62,80.32,3.42
161943,Gumdag,TM,1551891222,0,80,39.2,54.59,48.64,9.35
1062663,Mahajanga,MG,1551888000,40,88,-15.72,46.32,80.6,2.24
